seq_mean,plain,104
seq_mean,plain,103
seq_mean,plain,106
seq_mean,plain,106
seq_mean,plain,105
multi_mean,plain,53
multi_mean,plain,53
multi_mean,plain,53
multi_mean,plain,55
multi_mean,plain,51
pseudo_mean,local,216
pseudo_mean,local,215
pseudo_mean,local,216
pseudo_mean,local,219
pseudo_mean,local,224
cloud_mean,local,208
cloud_mean,local,250
cloud_mean,local,248
cloud_mean,local,278
cloud_mean,local,245
