2011-03-15,12,	329.7
2011-03-20,13,	323.68
2011-03-28,14,	328.1
2011-04-06,15,	330.13
2011-04-16,16,	329.0
2011-04-18,17,	327.47
2011-04-30,18,	330.41
2011-05-03,19,	327.04
2011-05-11,20,	328.86
2011-05-15,21,	329.57
2011-05-23,22,	328.47
2011-06-02,23,	324.86
2011-06-09,24,	323.51
2011-06-18,25,	326.8
2011-06-24,26,	328.62
2011-06-28,27,	328.41
2011-07-04,28,	325.24
2011-07-15,29,	331.39
2011-07-22,30,	333.0
2011-07-24,31,	329.55
2011-08-03,32,	333.55
2011-08-09,33,	333.54
2011-08-20,34,	336.7
2011-08-23,35,	337.42
2011-08-31,36,	337.84
2011-09-05,37,	341.86
2011-09-15,38,	336.72
2011-09-21,39,	333.75
2011-09-28,40,	330.69
2011-10-07,41,	321.64
2011-10-09,42,	324.24
2011-10-16,43,	327.6
2011-10-25,44,	320.45
2011-11-05,45,	327.32
2011-11-11,46,	326.2
2011-11-16,47,	324.2
2011-11-22,48,	326.7
2011-11-29,49,	323.94
2011-12-07,50,	325.95
2011-12-11,51,	332.58
2011-12-22,52,	329.22
2011-12-29,53,	329.41
CO,	1
1992-01-04,1,	178.5
1992-01-11,2,	174.93
1992-01-18,3,	181.56
1992-01-22,4,	183.06
1992-01-29,5,	181.44
1991-02-05,6,	171.45
1991-02-14,7,	172.68
1991-02-23,8,	173.8
1991-02-24,9,	173.85
1991-03-05,10,	175.36
1991-03-13,11,	180.0
1991-03-23,12,	183.08
1991-03-28,13,	178.5
1991-04-04,14,	181.78
1991-04-12,15,	181.4
1991-04-15,16,	182.0
1991-04-24,17,	183.69
1991-05-01,18,	186.24
1991-05-10,19,	182.75
1991-05-14,20,	178.45
1991-05-22,21,	181.72
1991-05-28,22,	180.81
1991-06-08,23,	180.6
1991-06-12,24,	181.72
1991-06-18,25,	180.84
1991-06-25,26,	180.88
1991-07-03,27,	180.84
1991-07-12,28,	180.0
1991-07-20,29,	181.77
1991-07-23,30,	178.61
1991-08-01,31,	180.79
1991-08-05,32,	179.55
1991-08-12,33,	178.22
1991-08-22,34,	178.2
1991-08-28,35,	179.19
1991-09-03,36,	180.4
1991-09-10,37,	178.5
1991-09-19,38,	178.9
1991-09-24,39,	179.1
1991-10-05,40,	180.0
1991-10-08,41,	177.16
1991-10-13,42,	175.96
1991-10-20,43,	175.74
1991-11-02,44,	178.45
1991-11-07,45,	175.74
1991-11-14,46,	175.63
1991-11-20,47,	176.8
1991-11-26,48,	176.47
1991-12-04,49,	177.76
1991-12-14,50,	176.85
1991-12-20,51,	174.24
1991-12-23,52,	178.58
CO,	1
1999-01-02,1,	228.18
1999-01-06,2,	226.2
1999-01-10,3,	228.79
1999-01-22,4,	227.37
1999-01-26,5,	234.9
1998-02-07,6,	219.96
1998-02-09,7,	215.22
1998-02-15,8,	217.56
1998-02-22,9,	215.44
1998-03-05,10,	217.61
1998-03-13,11,	218.88
1998-03-21,12,	218.95
1998-03-24,13,	217.43
1998-04-02,14,	218.0
1998-04-10,15,	218.69
1998-04-12,16,	217.09
1998-04-23,17,	219.45
1998-04-26,18,	220.4
1998-05-08,19,	220.54
1998-05-14,20,	221.52
1998-05-20,21,	221.13
1998-05-30,22,	221.46
1998-06-04,23,	221.39
1998-06-13,24,	224.75
1998-06-19,25,	224.51
1998-06-22,26,	225.76
1998-07-03,27,	225.4
1998-07-10,28,	225.76
1998-07-12,29,	224.77
1998-07-21,30,	224.84
1998-07-28,31,	221.84
1998-08-07,32,	228.75
1998-08-09,33,	223.11
1998-08-20,34,	223.31
1998-08-23,35,	225.08
1998-09-03,36,	227.52
1998-09-07,37,	224.15
1998-09-19,38,	223.5
1998-09-20,39,	224.36
1998-10-01,40,	224.46
1998-10-05,41,	228.62
1998-10-16,42,	223.44
1998-10-18,43,	224.0
1998-10-28,44,	223.47
1998-11-05,45,	225.6
1998-11-11,46,	223.86
1998-11-17,47,	224.2
1998-11-27,48,	225.32
1998-12-02,49,	224.48
1998-12-09,50,	228.26
1998-12-15,51,	226.07
1998-12-22,52,	230.62
CO,	1
2006-01-05,1,	287.57
2006-01-14,2,	286.73
2006-01-15,3,	299.52
2006-01-22,4,	299.13
2006-01-30,5,	298.95
2005-02-04,6,	288.33
2005-02-11,7,	283.87
2005-02-15,8,	286.75
2005-02-25,9,	286.57
2005-03-01,10,	286.58
2005-03-06,11,	283.72
2005-03-13,12,	283.89
2005-03-26,13,	288.3
2005-04-01,14,	290.27
2005-04-07,15,	288.19
2005-04-10,16,	285.2
2005-04-18,17,	286.47
2005-04-29,18,	286.39
2005-05-06,19,	284.95
2005-05-11,20,	283.36
2005-05-18,21,	286.56
2005-05-25,22,	285.2
2005-06-03,23,	285.45
2005-06-09,24,	281.43
2005-06-17,25,	286.2
2005-06-20,26,	287.3
2005-07-01,27,	285.4
2005-07-08,28,	286.74
2005-07-14,29,	292.6
2005-07-21,30,	292.52
2005-07-28,31,	292.5
2005-08-06,32,	295.02
2005-08-07,33,	291.45
2005-08-16,34,	295.12
2005-08-26,35,	293.76
2005-08-31,36,	290.55
2005-09-10,37,	293.47
2005-09-14,38,	292.87
2005-09-22,39,	297.07
2005-09-28,40,	297.26
2005-10-04,41,	293.88
2005-10-15,42,	287.18
2005-10-20,43,	287.3
2005-10-28,44,	288.32
2005-11-01,45,	287.3
2005-11-10,46,	286.64
2005-11-16,47,	287.3
2005-11-26,48,	287.7
2005-11-27,49,	288.34
2005-12-09,50,	285.2
2005-12-15,51,	288.0
2005-12-20,52,	291.1
2005-12-29,53,	294.45
CO,	1
1992-12-29,1,	187.32
1993-01-07,2,	186.61
1993-01-11,3,	184.68
1993-01-18,4,	194.04
1993-01-25,5,	195.3
1992-02-08,6,	182.16
1992-02-13,7,	183.21
1992-02-17,8,	183.06
1992-02-27,9,	184.0
1992-03-01,10,	186.69
1992-03-10,11,	187.2
1992-03-16,12,	188.1
1992-03-24,13,	186.26
1992-04-01,14,	190.4
1992-04-11,15,	188.05
1992-04-13,16,	186.22
1992-04-19,17,	187.5
1992-04-26,18,	186.46
1992-05-06,19,	188.69
1992-05-12,20,	186.88
1992-05-20,21,	188.6
1992-05-24,22,	186.3
1992-06-05,23,	184.44
1992-06-08,24,	183.26
1992-06-17,25,	183.5
1992-06-26,26,	183.18
1992-06-30,27,	184.19
1992-07-07,28,	186.27
1992-07-13,29,	184.0
1992-07-21,30,	186.83
1992-08-01,31,	187.2
1992-08-05,32,	188.24
1992-08-10,33,	187.08
1992-08-19,34,	186.2
1992-08-29,35,	186.07
1992-09-05,36,	187.85
1992-09-09,37,	184.69
1992-09-15,38,	186.0
1992-09-20,39,	187.6
1992-09-28,40,	184.65
1992-10-10,41,	189.52
1992-10-15,42,	184.83
1992-10-22,43,	185.0
1992-10-30,44,	184.68
1992-11-06,45,	184.0
1992-11-10,46,	183.75
1992-11-17,47,	186.83
1992-11-27,48,	182.31
1992-11-30,49,	184.08
1992-12-10,50,	185.36
1992-12-19,51,	186.0
1992-12-25,52,	187.0
CO,	1
1999-12-26,1,	249.2
2000-01-03,2,	246.0
2000-01-14,3,	242.94
2000-01-22,4,	252.08
2000-01-23,5,	254.77
1999-02-01,6,	249.55
1999-02-11,7,	241.18
1999-02-18,8,	241.56
1999-02-21,9,	238.42
1999-02-28,10,	243.6
1999-03-08,11,	243.1
1999-03-15,12,	243.36
1999-03-21,13,	242.88
1999-04-03,14,	242.88
1999-04-07,15,	243.84
1999-04-15,16,	243.04
1999-04-23,17,	244.53
1999-04-25,18,	241.81
1999-05-04,19,	245.28
1999-05-14,20,	241.78
1999-05-16,21,	244.0
1999-05-23,22,	244.23
1999-05-30,23,	242.78
1999-06-08,24,	241.92
1999-06-14,25,	243.18
